MAT.1.1	Abraham sapa David sapa Jesu Khrista ahungshuwna puhpee lerii 
HEB.10.29	Thangnhang sapachuw akhi ing achiina atahchuw aminthiingpee ttongthohchuw ibour thiega tege amindeen, engkhejege lungsiina Chipi Enthiing chuw ningjaa apee meechuw ijehmeh inhim itthamaa lie chivang atega techuwge nimmindeenga? 
HEB.10.30	Ajiegachiinche “Phuw lievang ichiehie kieging, kieing phuw lievang ketega” arhiirchuw aeminghuwse. Engkhejege avonhie, “Thangpaching ameehelina waajiir tuvate.” 
HEB.10.31	Irhing Thangnhang keelina itiechuw ittiishuw paaga.
HEB.10.32	Ayen immimwaarpeenhuwte ija inangtho enrhieng ijachaam nimphakha eenthiesaruw. 
HEB.10.33	Apha engkhena mhedie meemhuw kaarna eesehge ichamaaching entugehe, engkhejege apha engkhenache ijachaam apeehe meehetho ijachuw nimphahaaga. 
HEB.10.34	Ajienachiinche ningnuw ing meekhumna akhumhetho ijanangchuw ningkhaangga, engkhejege ninrotumna itthaseh enlahluing aeuwm peechuw uwmne atechuw ningnuw ing minghuwchuwge, nimpee insihhechuw rotharhoing ninrhuga. 
HEB.10.35	Chonaching elhuwngpaa matih icha kithur phavang ninte ninthona itthachuw lhinmaaruw. 
HEB.10.36	Ajiegachiinche ningnuw ing Thangnhang amindeenchuw tutenuwge, amaing ttongdeen impeechuw aphanaing khaangsavang nintega.
HEB.10.37	Ajienachiinche apha tepie uwmniege,
HEB.10.37	thengvang ichii Thangpachuw, engkhejege minthermaanie.
HEB.10.38	Changgechuw dhormo icherching athachalina rhingvate,
HEB.10.38	engkhejege amaing aanhuwte eenliniebe,
HEB.10.38	kechipiching anhingna kebelungriir ngamna uwmmaanie.
HEB.10.39	Changgechuw iniechuwbe aanhuwte eenlivang ate meehe maagemie, changgechuw ichipi akarna phana athacha meegemie.
HEB.11.1	Thacha ichiehie emindinchuw phawanggete ichieng belungrier imengam, imhuwchema pee lina belung ingam ing imindin chuwga. 
HEB.11.2	Ajiegachiinche athachaching ayenna imapuwheching Thangnhang arhupichuw aphasaagehe. 
HEB.11.3	Simriipaam aangkheng Thangnhang nherna ishuw ttongching atuga ichiehie aethachaching iminghuwchehse, chotahnaching ninnhingna endangmaa aeuwmhehie endangte amaing asemga. 
HEB.11.4	Athachataanaching Abelching Kain ithiseh inthina pee apeega, ama apaarna Thangnhang ing apee kithurtahlina saarkii pege dhormo icherga ichii ataaching saarkhie aphaga; engkhejege athacha apaarna ama thejenie ate ipha arhiernaahe. 
HEB.11.5	Athachaching Enokching ithie amhuwnamaang thangvente ikarga, engkhejege Thangnhangching ajoliedoh inhuw ijiing teuhmaasehe; ajienachiinche amaing thangvente akarmaa lhiele Thangnhang aningtungna atuga. 
HEB.11.6	Chotahnaching athacha uwmluing Thangnhang aning tungna aeuwmmaaga. Ajienachiinche Thangnhang aanheeng meeching Thangnhanghie uwmne teniege mindeenvang atega amaching aajonghe bekhechuw kithur apeega. 
HEB.11.7	Athachatahna Noah ing amhuwmaalhie nonglina amhee aviirnachuw phage, Thangnhangchuw enttiing athachataana aeengkuwhe akarnaing rukuwngpuw atu; ama apaarna amaing simriipaam aminlaarchepe, engkhejege athacha inhuw ijiing dhormo icher iriikuumpa eenshuwse.
HEB.11.8	Athachatahna Abrahamchuw ram engkhete siniege ramchuw aphanaing aeenleching akhute isiging ichii minghuwmaajenie amaing minjiege isiga. 
HEB.11.9	Atthachatahna amaing ttong adeenbesa ramteching mharpakhangkhing attongnier engkhepangtena irii kuumvang ate Issakle Jakob chuw rhiehege pien thaamna ipaargehe. 
HEB.11.10	Ajiegachiinche amaing Thangnhang ing atubesa, asembesa khupuw eenmhinnaching ahaajehga. 
HEB.11.11	Athachaching Sarahching ttongdeenchuw aethacha arhuga ichiin mindeenge akum khirkhangjenie neh arinna ruwngperchuw aphaga. 
HEB.11.12	Chotaanaching ithiena lhampuw ibiirge iuwm pesar engkhepangtena minven aarsii engkhejege rimchie siiphiena siih khangkhing inhim sitibaasien aberhingga. 
HEB.11.13	Emmeniebekhe heching enthachalina thehege ttongdeenchuw phachemaa hejenie raarkhena amhuwhechuw rukuwm atusaagehe engkhejege lolhiepaamna ramkhie isikhangkhing mindeenhege ithiegehe. 
HEB.11.14	Emmenieng hanghing rhierhege empaamchuw ajongsagehe ichiehie endangne. 
HEB.11.15	Emmaabesa ramchuw ngeheniebe ingeenlina eentongte inli rhuvang ategehe. 
HEB.11.16	Changgechuw ateche itthaseh paam, Thangventenachuw enchiehaar nge ngeh ahaasahgehe; engkhejege Thangnhang chuw entaga ichii ningjaanahie Thangnhang ing mindeenmaa.
HEB.11.17	Athachataanaching Abrahamchuw chaang aabiirle asapa engkhepang Issakchuw apidohnaing apeechehga. 
HEB.11.18	Amaing Thangnhang ttongdeen aphachuw eenshuwjenie engkhejege ama sitibaasienhie asapa Issaktena shuwvate tekhangjenie asapa engkhepangchuw apeedohga. 
HEB.11.19	Thangnhang ing ithiebesa lham ing aminrhingga ichiechuw thachage, amatena aandangnaching Issakchuw ithiebesatena avonhie aphaga. 
HEB.11.20	Athachataanaching Issak ing hungshuwvang ichielinaje Jakoble Esauchuw bor apeegehe. 
HEB.11.21	Athachatahna Jakob ching athiphana Joseph sapa bekhechuw bor apeega; engkhejege aromhor amhurna endiesage Thangnhangchuw arumsahga. 
HEB.11.22	Athachatahna Joseph ing athiphana Israel sitihe aangkenachuw mindeenge athen achienachuw abetthohgehe.
HEB.11.23	Mosihie aberhingnhuwte tha eenthum amapa amanuwheching athurhe, ajienachiinche itthapaa nedoung ing emmhuwtaana Eruwng ttongthohchuw ttiemaahe. 
HEB.11.24	Athachataanaching Mosi ing hangvierge Pharoah asanuw sapachuw eenshuwning temaa; 
HEB.11.25	sapachuw aanshuwchang ing apha tepie isiicher kaarna aongchang Thangnhang meehetho enrhieing ijanang iphachuw aatoursahpe. 
HEB.11.26	Egyptna lerchiibekhe ithi eng Khrista nonglina ningjaana iphaching itthaseh lerchiiga ichiin amindeenga; ajiegachienche enhuwte phavang ate kiithurteching abelung ilhuwga. 
HEB.11.27	Athachaching Eruwng belung isiechuw ttieluing Egypt paamchuw abethinga; ajiegachienche amhuwchemaa Thangnhangchuw amhuw ngenge akhaangsahga. 
HEB.11.28	Mensa aberhing nedoung amemaangching emmeniechuw ashuwh namaaing athachataana aminlenpee isiicher ikuhpee thie aathinongchuw ahintupe.
HEB.11.29	Enthachaching isin rimchie aliehna taang shiphie khangkhing aalengehe; Egyptena meeheching ama ngenge ilente ateheche rimchiiching abeluwcherpehe. 
HEB.11.30	Enthachataana Jeriko suwng aroperchuw inie nesarie iherhege ichimcherga. 
HEB.11.31	Athachatahna ichuwhmaa Rahabching ram embier sepehechuw athurtahna irhier aminjiemaa meehetho ithiesahmaa aphaga.
HEB.11.32	Engkhejege kieing heve ithi ing ajieche rhiergete? Ajienachiinche Gideon, barak, Semsan, Jeptha, David amana Samuel hetho laarchangpahe themin atongna uwmbor maanie. 
HEB.11.33	Enthachataana emmenieng Eruwng lepaa hechuw chehege dhormo icherchuw mindanghege Thangnhang ttongneerchuw aphagehe. Enthachataana emmenieching kurkam rhimpuw nher akhumchegehe. 
HEB.11.34	Mhee ittuwngchuw thehege chimsii kaartena irhinghe, ipaangmaa tena persahege, raarna entuwchena pettha eenshuw hege, meepaamtena raarmihechuw athorchegehe. 
HEB.11.35	Enthachataana nepenuwheching immee ithiehechuw ihangrhing aphagehe. Mee alhehhechuwbe itthasehtena ihangrhingnachuw aadietahnaheching maadohvang ichiechuw rhumaahege ija chaamchuw akhaanggehe. 
HEB.11.36	Mee lintaangheche meniejena aphahe engkhejege abinhe; lintaanghechuw phierhege meekhum sungte athaargehe. 
HEB.11.37	Emmeniehechuw lhung ing deenghege athehgehe, alheh lheh bejenhege chim ing athehgehe. Zoule keer akohching eengkhumhege emvegehe; emmenieng ijanang, ijachaam pehege, minjahege aeonggehe. 
HEB.11.38	Simriipaamhie enrotumna ajiidong atthaana uwmmaa. Emmenieng ittong ensapah siihpaamna, ramthingkaarna, khoursungna, boungkuwsungna emversiesiegehe.
HEB.11.39	Engkhejege emmenieng enthachatahna emmeniebekhelina saarkhie phahejenie emmenieng ttongnierchuwbe phachemaahe; 
HEB.11.40	Ajiegachiinche Thangnhangching aerotumna itthaseh nonglina abethongga. Amanaching abethongchuw iniebekhe apaarna emmenieje changrier aphanaga.
HEB.12.1	Rudukhangkhing inhim saarkhiiheching ruwkuwrhege iniejeng peerhiih irinbekhe ipaang enthor isiicherchuw bethinteruw, chona aemana lam iten eenlangna chuw khaangmeniege tensateruw. 
HEB.12.2	Aethachana abor engkhejege changrier amimpha Jesuchuw ibeerjehteruw, engkhejege imana rotha rhohna iuwmhe rotum thingkherlina ithie ningjaanachuw khaangge Thangnhang aongna atachangna ongga.
HEB.12.3	Chotahnaching nimmindeen kieniege nimbelungriirje akiena auwmnamaaing isiicherheching Thangpa ing arhumaa nong atuhe hangjehmeh akhaangsahchuw mindeenruw. 
HEB.12.4	Isiicherchuw aanteuphuwching ithie iphakhah khaangmaalhiechuw. 
HEB.12.5	Engkhejege ningnuwchuw asitihe khangkhing imminchuw aettha ttongjiirchuw nimbeherga? Amachuwbe,
HEB.12.5	“Kesitihe, Thangnhang ouwngrukuchuw ajiemaa ngengeh ing kharmaaruw,
HEB.12.5	engkhejege ingeeseleching nabelung minsiimaa,
HEB.12.6	Ajienachiinche Thangnhang ing aning aminsiihchuw arukuga,
HEB.12.6	engkhejege Thangnhang ing arhu asitibekhechuw abinga.”
HEB.12.7	Ningnuw ing ningkhaang chechuw eengeechaanaga; Thangnhang ing asitihekhangkhing eengngeechaaga. Ajienachiinche amapaching aachaama nepang achuwdong uwmmaa. 
HEB.12.8	Asitibekhe aachaanaching emvemaatenuwbe asitichuw ouwngshuwmaachuwge salam siti ouwngshuwgechuw. 
HEB.12.9	Iniechuw enrukupee manuw mapa uwmge emmeniechuw eejagehe; inieng ijasehwang ichii ichipihe Imapa derna rhingmaa meniekhang? 
HEB.12.10	Ajienachiinche emmenieng apha amongtina iniechuw enrukugehe, khangkhing aenhingnaje Thangnhangtena ittha saruh aphana, aekanaseh aphanaing amaing ouwngrukuga. 
HEB.12.11	Ingeechaa aphanachinbe napaane, anongena uwmmaa, changgechuw hanghing aachaabesa inhuwtebe dhormo icher dejiim aanrachuw apeega.
HEB.12.12	Chonaching ningkee irhiih engkhejege ningkhiruwkhuw isurchuw himmingkenruw; 
HEB.12.13	engkhejege akhi aebongching lhampuwna akhi aerlung itthang ajiiche khangkhing ningkhi ing ninsina lham minteumruw.
HEB.12.14	Mee bekhetho belungrier enlehnung engkhejege enthiingjeing apaarnaing turuw, ajienachiinche amachuw maaniege Thangnhangchuw mhuwchemaanie. 
HEB.12.15	Thangnhang lungsiitenachuw achuwdong ing abelungrier abehirnamaaing enriimsaruw. Ikhapah thingbourchuw hangmhuwngge ama arhuwching lintaang he nhingte mimbowrmaaheresie. 
HEB.12.16	Achuw engkheching naamaa tuniege Esauing dhormo ichermaa buw chara engkhepang ing irii kuumsavang ate ajuwrkhangchie tena enriimsaruw. 
HEB.12.17	Enhuwteche Esauching phavang ate borchuw aphanaing amhi riechie ibo ing jongsajenie rhupeemaase, ajiegachienche abelungrier ahoungna aphachuw phachehmaase ichii nimminghuwga.
HEB.12.18	Israel sitihe khangkhing ipar arhu, mhi ittuwng bungteching inthimle endukaarna thiekhuw enleh, 
HEB.12.19	engkhejege tumpi irurna, ttong erur ing ningnuwng ningeen nhingmaaga; ama erurchuw aathieheching avonhie ttong lha engkhedong athienamaaing anhiesahgehe. 
HEB.12.20	Ajienachiinche shaheching bung amachuw parniebe lhung ing deengnung thehvang nintega ichii ttongthohchuw ikhaang achemaagehe; 
HEB.12.21	Engkhejege imheeching imhuwchuw changjehmeh ittiishuwpaaga temeniebe, Mosiching rhierge, ‘Kettiilamthieng enchiimging.’ 
HEB.12.22	Changgechuw ningnuwchuwbe Zion Boungle irhing Thangnhang khupuw, thangven Jerusalem engkhejege iteem ichehma thangven meechierhe ongtaa teching engkonggechuw. 
HEB.12.23	Thangvenna eromhing abejiibesa sapa asitihe amhuwrheching aangkongna engkhejege ruwhchangna meebekhe tahlina waajiir Aapuwnhingna, engkhejege changrier amimpha dhormo icherhe chipikaarna, 
HEB.12.24	ttongdeen ithar apee Jesu engkhejege Abel thietena itthaseh ttongjiir reenge thie aajeh buumna engkonggechuw.
HEB.12.25	Ninnhingna ttong enrhierpee Khristachuw arhumaa nintuna maaing enriimsaruw, ajiegachienche simriipaamna Mosi ttongjiir thiening atemaabekhe irhingmaagehe amanaching thangven tttongjiirchuw rhumaa meniebe ithienachuw akhirna uwmmaa. 
HEB.12.26	Chalena Thangnhang irurching simriipaamhie minchiimge changgechuw atebe, “Apha engkhena simriipaam hie pangmaage thangven paamje minchiimvang ketega” tege ttong adeenbesaga. 
HEB.12.27	“Avonhie,” arhier ttong aandangnachuwbe atubesa ennu peebekhe liedohniege maangvang atega, chonaching ennuhmaavang ichii peepangchuw uwmjehvate. 
HEB.12.28	Ennuhmaadehvang ichii Eruwngpaamchuw iphatanaching mimpaasa meniege, inieng ijasameniege engkhejege ttiisa meniege Thangnhang aningtungnaing erumthoh enrhiing anong tusateruw. 
HEB.12.29	Ajienachiinche mhee khangkhing abethuche inie i Thangnhangga.
HEB.13.1	Unepasa ningsiichuw mengumteruw. 
HEB.13.2	Mharpahechuw rukuum itu behermaaruw, ajiegachienche, amaching achuw engkheing minghuwluing thangven meechierhechuw rukuum atugehe. 
HEB.13.3	Meekhum sungna aeonghechuw aeonghagemie ichiin mindeenruw, engkhejege humna aeuwm irhinggechuw, chonaching ijachaam akhaanghechuw behermaaruw. 
HEB.13.4	Riekhie enchumhie enjashuw arhuga ichiin mindeenruw, engkhejege ijaarna amhin mimbour maaheresie; ajienachiinche echuw chamaa aatuhe engkhejege naamaa aatuhechuw waajiir tuvang atega. 
HEB.13.5	Nintu ning eenlhiengbekhena sheer endiepah belungriir rinmaaruw; engkhejege nataa natah ing nindeenlinaching ninning tungresie; ajiegachienche Thangnhang ing arhier, “Atihledong mimvemaaningchii engkhejege bethinmaaningchie.” 
HEB.13.6	Chonaching thona ittha belung aemengamga,
HEB.13.6	“Thangnhanghie embumpee Aapuwga,
HEB.13.6	Ittesamaaing;
HEB.13.6	meeheching ketaalina ajie tuchehwatekhang?”
HEB.13.7	Thangnhang ttong imminchuwpeehe upahechuw behermaaruw; emmenieng inrhingsih enghenachuw mindeennung enthacha nong entuchuw minjieruw. 
HEB.13.8	Jesu Khristahiebe ayenieje, atenieje, ittiim inemaa aphabekhena aeuwmjehga. 
HEB.13.9	Lintaang lintaangtena engkhejege amamaa imminchuwhelina ningnuwchuw amamaate irhiemaa heresie; ajienachiinche nimbelungriirchuw aesaaphuw peeing ikiluung lungsii ing emmenhehching itthaga. 
HEB.13.10	Piendeen eenna nong itu khorpuwheching inieng inthina hebekoungna aeuwm isahphuwchuw isah amatimaagehe. 
HEB.13.11	Ajiegachiinche khorpuw elhuwngching isiicherlina apeena enthiing amhinte aminlhuw thie amana asahbekhechuw khaampah uwmna taangte abethugehe. 
HEB.13.12	Chonaching Jesu ataararah thieching meehechuw aminthiingna sungkoungpaangte ijah akhaangga. 
HEB.13.13	Chotaanaching sungkoungteching vasimeniege ningjaana aphachuw khaang haateruw. 
HEB.13.14	Ajiegachiinche simriipaam nahing ttiimmaavang ichie khupuw dinmaamie, chotahnaching thengvang ichie khupuwchuw aejongga. 
HEB.13.15	Thangpa apaarna Thangnhangte amimpahna apha neluing tusameniege inherna ishuw aanraching mimpaasateruw. 
HEB.13.16	Ittha atunalina engkhele engkhe embum nongchuw behermaamenie, ajienachiinche Thangnhang aningchiena ipeedoh nongchuw hevehiega.
HEB.13.17	Ningnuwchuw eengngeebiirpee upahe ttongchuw minjieruw engkhejege enderna ongruw; ajienachiinche emmenieng ninchipichuw ingkhaangpigehe engkhejege nong atuhelina embelungriir jaheniebe amachuw ninrotumna ikanapahga. 
HEB.13.18	Ihinthampisaruw, ajienachiinche alhambekhena itthachuw etu arhunaing kintthaanamaa kintthaana aminghuwchena belungriir uwmsanuwng. 
HEB.13.19	Ninnhingte kiehie enrang kethengchenaing etupeeruw tesaingge kebetthosaanachuw.
HEB.13.20	Atebe ittiim inemaa ttongdeen athieching Zou aaserpee elhuwngseh aapuw Thangpa Jesuchuw ithiehe Kaartena ihangrhing dejiim aapuw Thangnhang; 
HEB.13.21	ama apaarna Thangnhang mheena ichuwng ing isungna nongchuw itupeege, amaing amindeen atunaing ittha nongbekhe lina ningnuwchuw changrier imimphapeeresie; ittiim inemaa mimpaanachuw ouwngshuwresie. Amen.
HEB.13.22	Changgechuw Keu Kene Kesarhe, Kebetthona emongpah ttong kebejiilinahing khaangsateruw.
HEB.13.23	Euwne Timothichuw meekhumsungtena abethinpehe ichiehie minghuwvang nintega. Imen thengningbe amathoh enrhieng phasawanggechuw.
HEB.13.24	Nintaalina nong atu upahe engkhejege enthiing meebekhechuw lhamsuw kethensaanaahe. Italitena unepasaheje lhamsuw kethensaanaahe.
HEB.13.25	Lungsiichuw ningnuwtho eenrhiesaresie. Amen.
JAS.1.1	Thangnhang engkhejege Thangpa Jesu Khrista ameene Jakobnhingtena ttongjiir: Enjehcherhege aeong yaati summalhie ennhiehenhingna. Keberhiimsahnaachuw.
JAS.1.2	Keu kene, Kesarhe, ninthachalina chaang ingeebeerchuw khaangchetenuwbe amaching alir ashuwchega ichiing minghuwnung rotha minrhoruw. 
JAS.1.3	Ajienachiinche nathachachuw chaang ingngeebiirle amaching aekhaang achenachuw ithengga; 
JAS.1.4	engkhejege iveh uwmludehing alir ashuwche changrier iphachuw aanshuwnaing ikhaangche nonglina alir ninshuwche ouwngshuwresie.
JAS.1.5	Ningkaarna ivierna ivehdoh uwmniebe amaner uwmlu ing meebekhena apithie Thangnhang nhingte hinnheresie engkhejege chovechuw nanhingna ipevate. 
JAS.1.6	Changgechuw phawanggete ichiing thachasing hinnheresie; ajiegachienche abelungrier inhehmaa meehechuwbe thieing engkhe engkhe amhinte aminlu rimchietho enghaaga. 
JAS.1.7+JAS.1.8	Ajienachiinche, ama meeching Thangnhangtena ajiedong phawang ichii uwmmaa, ama meechuwbe abelungrier enttah, alhambekhena aniirna aeuwmmaa meega.
JAS.1.9	Esiingpah thacha sarahechuw hingngethovate ichieng mindeensaniege 
JAS.1.10	engkhejege sawangheching jungbovate ichie mindeenheresie, ajienachiinche sawangheching phena riipaarkhangkhing ttiirwang ategehe. 
JAS.1.11	Ajiegachiinche chungnie hangshuwniege ensaching anhahhechuw juwrvate; apaarje ttiirwate, atthanabekhejechuw maangvate. Khangkhing ichie sawanghejechuw ennong entuleching maangchervate.
JAS.1.12	Itthamaaing amineemle akhaangcheh chuw arepaa itthaga, ajienachiinche amachuw tthane teniege arhupee tahna aning aminsiihhe lina Thangnhang ttongdeen aeuwmbesa irhing lukhumchuw phasavate. 
JAS.1.13	Achuw engkhe nhingna itthamaaching meneemniebe Thangnhang ing atuga temaaresie; ajiengachiinche hangchieheching Thangnhangchuw meneemchemaa, engkhejege Thangnhangching achuwdong itthamate meneemmaa. 
JAS.1.14	Changgechuw amaang aadie itthamaaching vikige itthama eentheemte abebuga. 
JAS.1.15	Changchie aadieching neh ringe isiikha aberhingga; engkhejege isiikhaching changrier himphage ithienachuw aberhingga. 
JAS.1.16	Keningsiihe hanghing ningnuwchuw eminmunamaaresie.
JAS.1.17	Ittha ipeena aangkheng engkhejege changrier amimphacheh kithurbekhe thangventena, Mapa lengwaartena ithengga, anhingna eenteh engkhejege eentehna uwmmaa. 
JAS.1.18	Akeeing atubekhena mensa sachie eenshuwnaing atataa attongching iniebekhehie abelungrier ing amindeenpang imberhingga.
JAS.1.19	Keningsii keu kenehe, amabekhehie nimminghuwga, changgechuw meebekheing arongethie, ettongpahmaa, abelung isiethiemaaing uwmruw. 
JAS.1.20	Ajiegachiinche belung isiiching Thangnhangtena dhormo icheer nong tuchemaa. 
JAS.1.21	Chonaching ibowrbekhe engkhejege ichama etuhechuw minchinnuwng, ninchipi ikar acheh belung sungna aphinbesa ttongchuw belung idourjeing aelhaangsaruw.
JAS.1.22	Changgechuw ttong ninthiechuw aatuhe ouwngshuwnung, engkhejege nintaasah ing enchenuwng aathiepang ouwngshuwmaaruw. 
JAS.1.23	Ajiegachiinche achuw chuwgejenie ttongchuw rongeniege tumaaniebe angenge amhesuwchuw mengsengna amasah aabiirthoh enghaaga. 
JAS.1.24	Ajienachiinche atahpangchuw mhuwge emmodohge, ama ajiekhangchiega ichii abeherdohga. 
JAS.1.25	Changgechuw ningvesang ing changrier aepha waajiir ttongtholina vakuwmge aphabekhena ibiirge aeuwm, vathiege abeherdoh mee ouwngshuwmaa changgechuw aatupa ouwngshuw meeching atuchuw arasii itthaga. 
JAS.1.26	Achuw engkheing abelie suwrmaaniebe, abelungrier aminchesage, atahpang ing dhormo icherging mindinniebe, amaing atu dhormochuw ngarhega. 
JAS.1.27	Imapa Thangnhang mhekungna enthiing ibour iuwmmaa dhormochuw hevehiega, mapa aeuwm maahe, engkhejege mhikhuwnuwhe ijachaam aabiirpee engkhejege itthamaa simriipaamching akichemaa amachuwga.
JAS.2.1	Keu kenehe, athang alaar aeuwm Thangpa Jesu Khristachuw ninthacha nhuwnachinbe meemhe ibiirnuwng tumaaruw. 
JAS.2.2	Ajiegachiinche sana keechie nieniege piendiir itthah enthong mee engkhechuw ningkaarna valhuwniege, engkhejege sarapah mee engkheching piensii piennoh vieniege avalhuwche, 
JAS.2.3	peindiir itthah enthongchuw ibiirtenuwge, “Nang aettha amhinnahing aeongpeesare,” engkhejege saranhingnache, “nang amanakhing niirjere,” changmaanieche, “Nang kikhider apaangnahing ongre,” tetenuwche, 
JAS.2.4	ningnuw ing ninnajir adoung achang itu engkhejege itthamaa belungrier enhuw ijieng waajiir nintumaakhang. 
JAS.2.5	Keningsii keu kenehe, rongeruw; simriipaam ing aabiirtahna sarahechuw enthachalina sawang aanshuwna ing, engkhejege aningsii henhingna ttong adeenbesa Thangven lepaa iriikuumhe aanshuwnaing aateurmaaghekhang? 
